provnum,state,market,cluster,provname,mdscensus,hrs_cna_ctr,hrs_lpn_ctr,hrs_rn_ctr,cna_ctr/census,lpn_ctr/census,rn_ctr/census,state_cna_ctr/census,state_lpn_ctr/census,state_rn_ctr/census,market_cna_ctr/census,market_lpn_ctr/census,market_rn_ctr/census,cna_above_state,ensign_cna_ctr/census,ensign_lpn_ctr/census,ensign_rn_ctr/census,lpn_above_state,rn_above_state,cna_above_market,lpn_above_market,rn_above_market,cna_above_ensign,lpn_above_ensign,rn_above_ensign,state_cna_diff,state_lpn_diff,state_rn_diff,market_cna_diff,market_lpn_diff,market_rn_diff,ensign_cna_diff,ensign_lpn_diff,ensign_rn_diff
035245,AZ,Bandera Phoenix West,Mamba Mentality,SUNVIEW RESPIRATORY AND REHABILITATION,313.5387096774193,0.0,0.0,15.22,0.0,0.0,0.0485426504933279,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.1182035022976371,0.0203755797368278,0.0184996516431106,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,True,False,False,True,False,False,True,-0.1054011877474505,-0.0564586892097338,0.0298140709005536,-0.1182035022976371,-0.0203755797368278,0.0300429988502173,-0.054266176474839535,-0.018905057365916893,0.03421392262864926
035241,AZ,Bandera Phoenix West,Real Cobra Kai,SOUTH MOUNTAIN POST ACUTE,317.77204301075267,0.0,0.0,0.0,0.0,0.0,0.0,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.1182035022976371,0.0203755797368278,0.0184996516431106,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1054011877474505,-0.0564586892097338,-0.0187285795927743,-0.1182035022976371,-0.0203755797368278,-0.0184996516431106,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
035132,AZ,Bandera Phoenix West,Apollo,CORONADO HEALTHCARE CENTER,434.8236559139785,0.0,0.0,4.0,0.0,0.0,0.0091991315228519,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.1182035022976371,0.0203755797368278,0.0184996516431106,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1054011877474505,-0.0564586892097338,-0.0095294480699224,-0.1182035022976371,-0.0203755797368278,-0.009300520120258698,-0.054266176474839535,-0.018905057365916893,-0.005129596341826742
035092,AZ,Bandera Phoenix West,Apollo,BELLA VITA HEALTH AND REHABILITATION CENTER,492.5935483870968,0.0,0.0,0.0,0.0,0.0,0.0,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.1182035022976371,0.0203755797368278,0.0184996516431106,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1054011877474505,-0.0564586892097338,-0.0187285795927743,-0.1182035022976371,-0.0203755797368278,-0.0184996516431106,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
035076,AZ,Bandera Phoenix East,Papago,OSBORN HEALTH AND REHABILITATION,303.26559139784945,115.91,6.25,0.0,0.3822062353520992,0.020608998110177,0.0,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.0620040839528688,0.0080516281649641,0.0059015203773376,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,True,True,False,True,True,False,0.2768050476046487,-0.035849691099556796,-0.0187285795927743,0.32020215139923036,0.0125573699452129,-0.0059015203773376,0.32794005887725963,0.001703940744260106,-0.014328727864678642
035135,AZ,Bandera Phoenix East,Supersition,MONTECITO POST ACUTE CARE AND REHABILITATION,564.5752688172043,90.0,0.0,16.83,0.1594118711373094,0.0,0.0298100199026768,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.0620040839528688,0.0080516281649641,0.0059015203773376,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,True,True,False,True,True,False,True,0.0540106833898589,-0.0564586892097338,0.011081440309902501,0.0974077871844406,-0.0080516281649641,0.023908499525339202,0.10514569466246987,-0.018905057365916893,0.015481292037998159
035083,AZ,Bandera Phoenix East,Supersition,HERITAGE COURT POST ACUTE OF SCOTTSDALE,170.90752688172043,24.0,6.0,6.0,0.1404268169921481,0.035106704248037,0.035106704248037,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.0620040839528688,0.0080516281649641,0.0059015203773376,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,True,True,True,True,True,True,True,0.0350256292446976,-0.021351984961696796,0.016378124655262703,0.0784227330392793,0.027055076083072904,0.029205183870699404,0.08616064051730857,0.01620164688212011,0.020777976383358362
035171,AZ,Bandera Phoenix East,San Tan,ALTA MESA HEALTH AND REHABILITATION,149.10322580645163,0.0,0.0,0.0,0.0,0.0,0.0,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.0620040839528688,0.0080516281649641,0.0059015203773376,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1054011877474505,-0.0564586892097338,-0.0187285795927743,-0.0620040839528688,-0.0080516281649641,-0.0059015203773376,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
035164,AZ,Bandera Phoenix East,San Tan,DESERT BLOSSOM HEALTH & REHAB CENTER,233.18817204301075,0.0,0.0,0.0,0.0,0.0,0.0,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.0620040839528688,0.0080516281649641,0.0059015203773376,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1054011877474505,-0.0564586892097338,-0.0187285795927743,-0.0620040839528688,-0.0080516281649641,-0.0059015203773376,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
035106,AZ,Bandera Phoenix East,San Tan,TEMPE POST ACUTE,152.19677419354838,0.0,5.0,0.0,0.0,0.0328522074563913,0.0,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.0620040839528688,0.0080516281649641,0.0059015203773376,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,True,False,False,True,False,-0.1054011877474505,-0.023606481753342498,-0.0187285795927743,-0.0620040839528688,0.0248005792914272,-0.0059015203773376,-0.054266176474839535,0.013947150090474408,-0.014328727864678642
035105,AZ,Bandera Phoenix East,Papago,SHEA POST ACUTE REHABILITATION CENTER,279.01075268817203,0.0,0.0,0.0,0.0,0.0,0.0,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.0620040839528688,0.0080516281649641,0.0059015203773376,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1054011877474505,-0.0564586892097338,-0.0187285795927743,-0.0620040839528688,-0.0080516281649641,-0.0059015203773376,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
035103,AZ,Bandera Phoenix East,San Tan,CITADEL POST ACUTE,279.1698924731183,0.0,0.0,0.0,0.0,0.0,0.0,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.0620040839528688,0.0080516281649641,0.0059015203773376,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1054011877474505,-0.0564586892097338,-0.0187285795927743,-0.0620040839528688,-0.0080516281649641,-0.0059015203773376,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
035101,AZ,Bandera Phoenix East,Supersition,CHANDLER POST ACUTE AND REHABILITATION,306.1806451612904,0.0,0.0,0.0,0.0,0.0,0.0,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.0620040839528688,0.0080516281649641,0.0059015203773376,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1054011877474505,-0.0564586892097338,-0.0187285795927743,-0.0620040839528688,-0.0080516281649641,-0.0059015203773376,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
035072,AZ,Bandera Phoenix East,Papago,PHOENIX MOUNTAIN POST ACUTE,336.9860215053764,0.0,0.0,0.0,0.0,0.0,0.0,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.0620040839528688,0.0080516281649641,0.0059015203773376,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1054011877474505,-0.0564586892097338,-0.0187285795927743,-0.0620040839528688,-0.0080516281649641,-0.0059015203773376,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
035071,AZ,Bandera Phoenix East,Supersition,MISSION PALMS POST ACUTE,314.4870967741936,0.0,0.0,0.0,0.0,0.0,0.0,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.0620040839528688,0.0080516281649641,0.0059015203773376,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1054011877474505,-0.0564586892097338,-0.0187285795927743,-0.0620040839528688,-0.0080516281649641,-0.0059015203773376,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
035190,AZ,Bandera Tucson,Sonoran Dogs,CATALINA POST ACUTE AND REHABILITATION,253.6494623655914,35.08,71.5,30.67,0.1383011013421282,0.281885083978397,0.1209149024561879,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.0540439855826578,0.0688438589007317,0.0272411010385334,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,True,True,True,True,True,True,True,True,0.0328999135946777,0.22542639476866322,0.1021863228634136,0.0842571157594704,0.21304122507766532,0.0936738014176545,0.08403492486728867,0.2629800266124801,0.10658617459150925
035232,AZ,Bandera Tucson,Luchadors,MOUNTAIN VIEW CARE CENTER,216.51505376344085,20.25,0.0,0.0,0.09352698414275,0.0,0.0,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.0540439855826578,0.0688438589007317,0.0272411010385334,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,True,False,False,True,False,False,-0.011874203604700498,-0.0564586892097338,-0.0187285795927743,0.0394829985600922,-0.0688438589007317,-0.0272411010385334,0.039260807667910465,-0.018905057365916893,-0.014328727864678642
035068,AZ,Bandera Tucson,Sonoran Dogs,PUEBLO SPRINGS REHABILITATION CENTER,176.6204301075269,15.5,0.0,0.0,0.0877588169758366,0.0,0.0,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.0540439855826578,0.0688438589007317,0.0272411010385334,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,True,False,False,True,False,False,-0.017642370771613902,-0.0564586892097338,-0.0187285795927743,0.033714831393178796,-0.0688438589007317,-0.0272411010385334,0.03349264050099706,-0.018905057365916893,-0.014328727864678642
035151,AZ,Bandera Tucson,Sonoran Dogs,SABINO CANYON REHABILITATION & CARE CENTER,222.9010752688172,7.5,0.0,1.58,0.0336472131906723,0.0,0.0070883462455016,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.0540439855826578,0.0688438589007317,0.0272411010385334,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0717539745567782,-0.0564586892097338,-0.0116402333472727,-0.0203967723919855,-0.0688438589007317,-0.0201527547930318,-0.020618963284167235,-0.018905057365916893,-0.007240381619177043
035070,AZ,Bandera Tucson,Luchadors,CASAS ADOBES POST ACUTE REHAB CENTER,299.1172043010753,7.5,59.83,18.75,0.0250737834272177,0.2000219283267248,0.0626844585680443,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.0540439855826578,0.0688438589007317,0.0272411010385334,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,True,True,False,True,True,False,True,True,-0.0803274043202328,0.143563239116991,0.04395587897527001,-0.0289702021554401,0.13117806942599308,0.0354433575295109,-0.029192393047621834,0.18111687096080792,0.048355730703365664
035189,AZ,Bandera Tucson,Luchadors,LA CANADA CARE CENTER,246.489247311828,0.0,0.0,0.0,0.0,0.0,0.0,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.0540439855826578,0.0688438589007317,0.0272411010385334,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1054011877474505,-0.0564586892097338,-0.0187285795927743,-0.0540439855826578,-0.0688438589007317,-0.0272411010385334,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
035174,AZ,Bandera Tucson,Luchadors,PARK AVENUE HEALTH AND REHABILITATION CENTER,365.93440860215054,0.0,0.0,0.0,0.0,0.0,0.0,0.1054011877474505,0.0564586892097338,0.0187285795927743,0.0540439855826578,0.0688438589007317,0.0272411010385334,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1054011877474505,-0.0564586892097338,-0.0187285795927743,-0.0540439855826578,-0.0688438589007317,-0.0272411010385334,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
505325,WA,Pennant Washington,PNW,BAINBRIDGE ISLAND HEALTH & REHAB CENTER,136.96129032258065,42.47,0.0,0.0,0.3100876159969852,0.0,0.0,0.1358573758795719,0.0430304365201998,0.0212479793134979,0.0665145179995413,0.0074533053745966,0.0069935933159383,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,True,False,False,True,False,False,0.1742302401174133,-0.0430304365201998,-0.0212479793134979,0.2435730979974439,-0.0074533053745966,-0.0069935933159383,0.25582143952214564,-0.018905057365916893,-0.014328727864678642
505347,WA,Pennant Washington,Sasquatch,THE OAKS AT LAKEWOOD,171.6505376344086,48.67,0.0,9.08,0.2835412033701882,0.0,0.0528981739593447,0.1358573758795719,0.0430304365201998,0.0212479793134979,0.0665145179995413,0.0074533053745966,0.0069935933159383,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,True,True,False,True,True,False,True,0.1476838274906163,-0.0430304365201998,0.0316501946458468,0.21702668537064687,-0.0074533053745966,0.0459045806434064,0.22927502689534865,-0.018905057365916893,0.03856944609466606
505407,WA,Pennant Washington,PNW,MOUNTAIN VIEW REHABILITATION AND CARE CENTER,184.5741935483871,41.26,9.0,0.0,0.2235415428711244,0.0487608794435317,0.0,0.1358573758795719,0.0430304365201998,0.0212479793134979,0.0665145179995413,0.0074533053745966,0.0069935933159383,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,True,False,True,True,False,True,True,False,0.08768416699155251,0.005730442923331899,-0.0212479793134979,0.1570270248715831,0.0413075740689351,-0.0069935933159383,0.16927536639628488,0.029855822077614804,-0.014328727864678642
505081,WA,Pennant Washington,Moxie,PACIFIC CARE AND REHABILITATION,177.19462365591397,8.42,0.0,0.0,0.047518371755739,0.0,0.0,0.1358573758795719,0.0430304365201998,0.0212479793134979,0.0665145179995413,0.0074533053745966,0.0069935933159383,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.08833900412383289,-0.0430304365201998,-0.0212479793134979,-0.018996146243802303,-0.0074533053745966,-0.0069935933159383,-0.006747804719100532,-0.018905057365916893,-0.014328727864678642
505315,WA,Pennant Washington,PNW,MIRA VISTA CARE CENTER,240.80537634408603,0.0,0.0,0.0,0.0,0.0,0.0,0.1358573758795719,0.0430304365201998,0.0212479793134979,0.0665145179995413,0.0074533053745966,0.0069935933159383,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1358573758795719,-0.0430304365201998,-0.0212479793134979,-0.0665145179995413,-0.0074533053745966,-0.0069935933159383,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
505434,WA,Pennant Washington,PNW,LYNNWOOD POST ACUTE REHABILITATION CENTER,151.13548387096773,0.0,0.0,0.0,0.0,0.0,0.0,0.1358573758795719,0.0430304365201998,0.0212479793134979,0.0665145179995413,0.0074533053745966,0.0069935933159383,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1358573758795719,-0.0430304365201998,-0.0212479793134979,-0.0665145179995413,-0.0074533053745966,-0.0069935933159383,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
505294,WA,Pennant Washington,Moxie,BEACON HILL REHABILITATION,159.0043010752688,0.0,0.0,0.0,0.0,0.0,0.0,0.1358573758795719,0.0430304365201998,0.0212479793134979,0.0665145179995413,0.0074533053745966,0.0069935933159383,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1358573758795719,-0.0430304365201998,-0.0212479793134979,-0.0665145179995413,-0.0074533053745966,-0.0069935933159383,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
505304,WA,Pennant Washington,Moxie,RAINIER REHABILITATION,289.0043010752688,0.0,0.0,0.0,0.0,0.0,0.0,0.1358573758795719,0.0430304365201998,0.0212479793134979,0.0665145179995413,0.0074533053745966,0.0069935933159383,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1358573758795719,-0.0430304365201998,-0.0212479793134979,-0.0665145179995413,-0.0074533053745966,-0.0069935933159383,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
505206,WA,Pennant Washington,Yeti,THE OAKS AT TIMBERLINE,256.6978494623656,0.0,0.0,0.0,0.0,0.0,0.0,0.1358573758795719,0.0430304365201998,0.0212479793134979,0.0665145179995413,0.0074533053745966,0.0069935933159383,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1358573758795719,-0.0430304365201998,-0.0212479793134979,-0.0665145179995413,-0.0074533053745966,-0.0069935933159383,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
505262,WA,Pennant Washington,PNW,SHORELINE HEALTH AND REHABILITATION,245.9505376344086,0.0,0.0,0.0,0.0,0.0,0.0,0.1358573758795719,0.0430304365201998,0.0212479793134979,0.0665145179995413,0.0074533053745966,0.0069935933159383,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1358573758795719,-0.0430304365201998,-0.0212479793134979,-0.0665145179995413,-0.0074533053745966,-0.0069935933159383,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
505243,WA,Pennant Washington,Moxie,OLYMPIA TRANSITIONAL CARE AND REHABILITATION,263.7494623655914,0.0,0.0,0.0,0.0,0.0,0.0,0.1358573758795719,0.0430304365201998,0.0212479793134979,0.0665145179995413,0.0074533053745966,0.0069935933159383,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.1358573758795719,-0.0430304365201998,-0.0212479793134979,-0.0665145179995413,-0.0074533053745966,-0.0069935933159383,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
505074,WA,Pennant Washington,Moxie,PARK MANOR REHABILITATION CTR,210.4236559139785,0.0,0.0,8.0,0.0,0.0,0.0380185391478532,0.1358573758795719,0.0430304365201998,0.0212479793134979,0.0665145179995413,0.0074533053745966,0.0069935933159383,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,True,False,False,True,False,False,True,-0.1358573758795719,-0.0430304365201998,0.016770559834355298,-0.0665145179995413,-0.0074533053745966,0.0310249458319149,-0.054266176474839535,-0.018905057365916893,0.02368981128317456
505181,WA,Pennant Washington,PNW,REDMOND CARE AND REHABILITATION CENTER,181.7913978494624,0.0,8.75,0.0,0.0,0.048132090426224,0.0,0.1358573758795719,0.0430304365201998,0.0212479793134979,0.0665145179995413,0.0074533053745966,0.0069935933159383,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,True,False,False,True,False,False,True,False,-0.1358573758795719,0.005101653906024205,-0.0212479793134979,-0.0665145179995413,0.040678785051627406,-0.0069935933159383,-0.054266176474839535,0.02922703306030711,-0.014328727864678642
555873,CA,SD United,Beacon,SOUTH BAY POST ACUTE CARE,269.68602150537635,75.77,16.75,8.5,0.2809563490797742,0.0621092628624286,0.0315181333928742,0.0564764594327287,0.0195179415764022,0.0108959349072108,0.0426243677956239,0.0115339880540229,0.0091692010830435,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,True,True,True,True,True,True,True,True,0.2244798896470455,0.0425913212860264,0.0206221984856634,0.23833198128415028,0.0505752748084057,0.022348932309830705,0.22669017260493465,0.0432042054965117,0.01718940552819556
055505,CA,SD United,AFC Cluster,ARROYO VISTA NURSING CENTER,135.652688172043,14.5,0.0,0.0,0.1068906204174163,0.0,0.0,0.0564764594327287,0.0195179415764022,0.0108959349072108,0.0426243677956239,0.0115339880540229,0.0091692010830435,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,True,False,False,True,False,False,0.0504141609846876,-0.0195179415764022,-0.0108959349072108,0.06426625262179239,-0.0115339880540229,-0.0091692010830435,0.05262444394257677,-0.018905057365916893,-0.014328727864678642
056401,CA,SD United,AFC Cluster,MISSION HILLS POST ACUTE CARE,204.3483870967742,18.5,0.0,8.0,0.0905316663509503,0.0,0.0391488286923028,0.0564764594327287,0.0195179415764022,0.0108959349072108,0.0426243677956239,0.0115339880540229,0.0091692010830435,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,True,True,False,True,True,False,True,0.034055206918221594,-0.0195179415764022,0.028252893785092,0.04790729855532639,-0.0115339880540229,0.029979627609259304,0.03626548987611076,-0.018905057365916893,0.02482010082762416
056182,CA,SD United,Top Gun Cluster,GOLDEN HILL SUBACUTE & REHAB CTR,235.98494623655915,13.17,19.0,0.0,0.055808644619212,0.0805136103086582,0.0,0.0564764594327287,0.0195179415764022,0.0108959349072108,0.0426243677956239,0.0115339880540229,0.0091692010830435,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,True,False,True,True,False,True,True,False,-0.0006678148135167011,0.060995668732255995,-0.0108959349072108,0.013184276823588095,0.0689796222546353,-0.0091692010830435,0.0015424681443724636,0.0616085529427413,-0.014328727864678642
555739,CA,SD United,AFC Cluster,THE SPRINGS AT PACIFIC REGENT,155.9741935483871,7.0,0.0,9.0,0.044879219060225,0.0,0.0577018530774321,0.0564764594327287,0.0195179415764022,0.0108959349072108,0.0426243677956239,0.0115339880540229,0.0091692010830435,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,True,True,False,True,False,False,True,-0.011597240372503703,-0.0195179415764022,0.0468059181702213,0.002254851264601093,-0.0115339880540229,0.0485326519943886,-0.009386957414614538,-0.018905057365916893,0.04337312521275346
055182,CA,SD United,Top Gun Cluster,LEMON GROVE CARE AND REHABILITATION CENTER,424.336559139785,7.5,8.0,0.0,0.0176746496111577,0.0188529595852348,0.0,0.0564764594327287,0.0195179415764022,0.0108959349072108,0.0426243677956239,0.0115339880540229,0.0091692010830435,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,True,False,False,False,False,-0.038801809821571,-0.0006649819911674001,-0.0108959349072108,-0.024949718184466202,0.007318971531211901,-0.0091692010830435,-0.036591526863681834,-5.209778068209284e-05,-0.014328727864678642
555425,CA,SD United,Top Gun Cluster,VISTA KNOLL SPECIALIZED CARE FACILITY,317.7215053763441,0.0,0.0,0.0,0.0,0.0,0.0,0.0564764594327287,0.0195179415764022,0.0108959349072108,0.0426243677956239,0.0115339880540229,0.0091692010830435,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0564764594327287,-0.0195179415764022,-0.0108959349072108,-0.0426243677956239,-0.0115339880540229,-0.0091692010830435,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
555545,CA,SD United,Beacon,THE COVE AT LA JOLLA,155.57204301075268,0.0,0.0,0.0,0.0,0.0,0.0,0.0564764594327287,0.0195179415764022,0.0108959349072108,0.0426243677956239,0.0115339880540229,0.0091692010830435,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0564764594327287,-0.0195179415764022,-0.0108959349072108,-0.0426243677956239,-0.0115339880540229,-0.0091692010830435,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
555596,CA,SD United,Beacon,PARKSIDE HEALTH AND WELLNESS CENTER,151.9569892473118,0.0,0.0,0.0,0.0,0.0,0.0,0.0564764594327287,0.0195179415764022,0.0108959349072108,0.0426243677956239,0.0115339880540229,0.0091692010830435,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0564764594327287,-0.0195179415764022,-0.0108959349072108,-0.0426243677956239,-0.0115339880540229,-0.0091692010830435,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
555871,CA,SD United,Beacon,SOMERSET SUBACUTE AND CARE,123.07096774193548,0.0,0.0,0.0,0.0,0.0,0.0,0.0564764594327287,0.0195179415764022,0.0108959349072108,0.0426243677956239,0.0115339880540229,0.0091692010830435,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0564764594327287,-0.0195179415764022,-0.0108959349072108,-0.0426243677956239,-0.0115339880540229,-0.0091692010830435,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
555804,CA,SD United,AFC Cluster,VICTORIA POST ACUTE CARE,304.2559139784946,0.0,0.0,0.0,0.0,0.0,0.0,0.0564764594327287,0.0195179415764022,0.0108959349072108,0.0426243677956239,0.0115339880540229,0.0091692010830435,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0564764594327287,-0.0195179415764022,-0.0108959349072108,-0.0426243677956239,-0.0115339880540229,-0.0091692010830435,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
055890,CA,SD United,Top Gun Cluster,MAGNOLIA POST ACUTE CARE,261.6569892473118,0.0,0.0,0.0,0.0,0.0,0.0,0.0564764594327287,0.0195179415764022,0.0108959349072108,0.0426243677956239,0.0115339880540229,0.0091692010830435,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0564764594327287,-0.0195179415764022,-0.0108959349072108,-0.0426243677956239,-0.0115339880540229,-0.0091692010830435,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
055632,CA,SD United,Beacon,GROSSMONT POST ACUTE CARE,227.4247311827957,0.0,0.0,0.0,0.0,0.0,0.0,0.0564764594327287,0.0195179415764022,0.0108959349072108,0.0426243677956239,0.0115339880540229,0.0091692010830435,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0564764594327287,-0.0195179415764022,-0.0108959349072108,-0.0426243677956239,-0.0115339880540229,-0.0091692010830435,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
055067,CA,SD United,Top Gun Cluster,PALOMAR VISTA HEALTHCARE CENTER,189.0021505376344,0.0,0.0,0.0,0.0,0.0,0.0,0.0564764594327287,0.0195179415764022,0.0108959349072108,0.0426243677956239,0.0115339880540229,0.0091692010830435,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0564764594327287,-0.0195179415764022,-0.0108959349072108,-0.0426243677956239,-0.0115339880540229,-0.0091692010830435,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
055394,CA,Touchstone 2.0,The Empire,CLAREMONT CARE CENTER,261.0870967741936,71.25,0.0,0.0,0.2728974387486563,0.0,0.0,0.0564764594327287,0.0195179415764022,0.0108959349072108,0.0545794877497312,0.0,0.0,True,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,True,False,False,True,False,False,0.2164209793159276,-0.0195179415764022,-0.0108959349072108,0.2183179509989251,0.0,0.0,0.21863126227381677,-0.018905057365916893,-0.014328727864678642
555742,CA,Touchstone 2.0,The Empire,INDIO NURSING AND REHABILITATION CENTER,244.041935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0564764594327287,0.0195179415764022,0.0108959349072108,0.0545794877497312,0.0,0.0,False,0.054266176474839535,0.018905057365916893,0.014328727864678642,False,False,False,False,False,False,False,False,-0.0564764594327287,-0.0195179415764022,-0.0108959349072108,-0.0545794877497312,0.0,0.0,-0.054266176474839535,-0.018905057365916893,-0.014328727864678642
